year,qualfield,gender_detail,lfs,count,pc,group,married,agegroup,code,gender,childgroup,child,mfc,bach,uniform,field,.group
2006,B. Commerce,f,"Employed, worked full-time",NA,0.6661244346350433,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Commerce,11
2006,B. Commerce,f,"Employed, worked part-time",NA,0.16127302358299753,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Commerce,12
2006,B. Commerce,f,"Employed, away from work",NA,0.053408685686140885,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Commerce,13
2006,B. Commerce,f,Not in the labour force,NA,0.10577005487148737,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Commerce,14
2006,B. Commerce,f,Unemployed,NA,0.013423801224330872,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Commerce,15
2006,B. Education,f,"Employed, worked full-time",NA,0.5333791839671236,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Education,21
2006,B. Education,f,"Employed, worked part-time",NA,0.2564039333263622,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Education,22
2006,B. Education,f,"Employed, away from work",NA,0.06191143799726219,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Education,23
2006,B. Education,f,Not in the labour force,NA,0.1388361233451422,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Education,24
2006,B. Education,f,Unemployed,NA,0.009469321364109877,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Education,25
2006,B. Engineering,f,"Employed, worked full-time",NA,0.6538328341574282,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Engineering,31
2006,B. Engineering,f,"Employed, worked part-time",NA,0.15035801667551416,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Engineering,32
2006,B. Engineering,f,"Employed, away from work",NA,0.0634894397480244,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Engineering,33
2006,B. Engineering,f,Not in the labour force,NA,0.12060912851785424,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Engineering,34
2006,B. Engineering,f,Unemployed,NA,0.01171058090117901,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Engineering,35
2006,B. Humanities,f,"Employed, worked full-time",NA,0.5081606670543689,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Humanities,41
2006,B. Humanities,f,"Employed, worked part-time",NA,0.24902848083681214,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Humanities,42
2006,B. Humanities,f,"Employed, away from work",NA,0.045054233970415,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Humanities,43
2006,B. Humanities,f,Not in the labour force,NA,0.16981097042054868,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Humanities,44
2006,B. Humanities,f,Unemployed,NA,0.027945647717855248,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Humanities,45
2006,B. IT,f,"Employed, worked full-time",NA,0.6603723539876541,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,IT,51
2006,B. IT,f,"Employed, worked part-time",NA,0.14639649040500957,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,IT,52
2006,B. IT,f,"Employed, away from work",NA,0.05629723765851084,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,IT,53
2006,B. IT,f,Not in the labour force,NA,0.11532325011543842,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,IT,54
2006,B. IT,f,Unemployed,NA,0.02161066783338705,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,IT,55
2006,B. Law,f,"Employed, worked full-time",NA,0.6978641970196656,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Law,61
2006,B. Law,f,"Employed, worked part-time",NA,0.13428417698401987,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Law,62
2006,B. Law,f,"Employed, away from work",NA,0.06785091571249499,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Law,63
2006,B. Law,f,Not in the labour force,NA,0.08443354604627838,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Law,64
2006,B. Law,f,Unemployed,NA,0.015567164237541082,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Law,65
2006,B. Medicine,f,"Employed, worked full-time",NA,0.6702979851504669,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Medicine,71
2006,B. Medicine,f,"Employed, worked part-time",NA,0.1758908756017991,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Medicine,72
2006,B. Medicine,f,"Employed, away from work",NA,0.0800736970314129,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Medicine,73
2006,B. Medicine,f,Not in the labour force,NA,0.06895577035839247,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Medicine,74
2006,B. Medicine,f,Unemployed,NA,0.0047816718579286,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Medicine,75
2006,B. Nursing,f,"Employed, worked full-time",NA,0.4244865892933578,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Nursing,81
2006,B. Nursing,f,"Employed, worked part-time",NA,0.3632378367286405,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Nursing,82
2006,B. Nursing,f,"Employed, away from work",NA,0.10215438152486205,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Nursing,83
2006,B. Nursing,f,Not in the labour force,NA,0.1020985429509719,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Nursing,84
2006,B. Nursing,f,Unemployed,NA,0.008022649502167706,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Nursing,85
2006,B. Other health,f,"Employed, worked full-time",NA,0.5427664083265042,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Other health,91
2006,B. Other health,f,"Employed, worked part-time",NA,0.27445414146995173,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Other health,92
2006,B. Other health,f,"Employed, away from work",NA,0.06987414767766953,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Other health,93
2006,B. Other health,f,Not in the labour force,NA,0.10744809643417005,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Other health,94
2006,B. Other health,f,Unemployed,NA,0.005457206091704398,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Other health,95
2006,B. Performing Arts,f,"Employed, worked full-time",NA,0.4097110304067343,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Performing Arts,101
2006,B. Performing Arts,f,"Employed, worked part-time",NA,0.3717742336462592,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Performing Arts,102
2006,B. Performing Arts,f,"Employed, away from work",NA,0.04178548656805668,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Performing Arts,103
2006,B. Performing Arts,f,Not in the labour force,NA,0.1525606160547302,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Performing Arts,104
2006,B. Performing Arts,f,Unemployed,NA,0.02416863332421959,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Performing Arts,105
2006,B. Science (excl maths),f,"Employed, worked full-time",NA,0.5488663140587445,lfs.2534.uniform,NA,2534,f,f,FALSE,NA,NA,TRUE,TRUE,Science (excl maths),111
