year,qualfield,gender_detail,lfs,count,pc,group,married,agegroup,code,gender,childgroup,child,mfc,bach,uniform,field,.group
2006,B. Commerce,f.haschild,"Employed, worked full-time",NA,0.2288324064956501,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Commerce,11
2006,B. Commerce,f.haschild,"Employed, worked part-time",NA,0.34046013306201395,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Commerce,12
2006,B. Commerce,f.haschild,"Employed, away from work",NA,0.11955864160503145,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Commerce,13
2006,B. Commerce,f.haschild,Not in the labour force,NA,0.2843806631311002,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Commerce,14
2006,B. Commerce,f.haschild,Unemployed,NA,0.026768155706204298,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Commerce,15
2006,B. Education,f.haschild,"Employed, worked full-time",NA,0.19139176716819747,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Education,21
2006,B. Education,f.haschild,"Employed, worked part-time",NA,0.3780329769792576,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Education,22
2006,B. Education,f.haschild,"Employed, away from work",NA,0.10886202905055156,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Education,23
2006,B. Education,f.haschild,Not in the labour force,NA,0.3075452822742851,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Education,24
2006,B. Education,f.haschild,Unemployed,NA,0.014167944527708263,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Education,25
2006,B. Engineering,f.haschild,"Employed, worked full-time",NA,0.3849206931554496,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Engineering,31
2006,B. Engineering,f.haschild,"Employed, worked part-time",NA,0.2634550674918139,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Engineering,32
2006,B. Engineering,f.haschild,"Employed, away from work",NA,0.13712202942462895,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Engineering,33
2006,B. Engineering,f.haschild,Not in the labour force,NA,0.18706754755898852,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Engineering,34
2006,B. Engineering,f.haschild,Unemployed,NA,0.027434662369119043,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Engineering,35
2006,B. Humanities,f.haschild,"Employed, worked full-time",NA,0.15171419170650097,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Humanities,41
2006,B. Humanities,f.haschild,"Employed, worked part-time",NA,0.30179211805192613,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Humanities,42
2006,B. Humanities,f.haschild,"Employed, away from work",NA,0.10432384395350584,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Humanities,43
2006,B. Humanities,f.haschild,Not in the labour force,NA,0.38907425347388946,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Humanities,44
2006,B. Humanities,f.haschild,Unemployed,NA,0.05309559281417761,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Humanities,45
2006,B. IT,f.haschild,"Employed, worked full-time",NA,0.32106027799578385,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,IT,51
2006,B. IT,f.haschild,"Employed, worked part-time",NA,0.25111100927073465,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,IT,52
2006,B. IT,f.haschild,"Employed, away from work",NA,0.12722157517791888,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,IT,53
2006,B. IT,f.haschild,Not in the labour force,NA,0.24109558541683931,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,IT,54
2006,B. IT,f.haschild,Unemployed,NA,0.05951155213872332,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,IT,55
2006,B. Law,f.haschild,"Employed, worked full-time",NA,0.2134396479722763,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Law,61
2006,B. Law,f.haschild,"Employed, worked part-time",NA,0.29853735356398714,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Law,62
2006,B. Law,f.haschild,"Employed, away from work",NA,0.1528957903553513,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Law,63
2006,B. Law,f.haschild,Not in the labour force,NA,0.2890329353955153,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Law,64
2006,B. Law,f.haschild,Unemployed,NA,0.04609427271286996,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Law,65
2006,B. Medicine,f.haschild,"Employed, worked full-time",NA,0.28931561636401065,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Medicine,71
2006,B. Medicine,f.haschild,"Employed, worked part-time",NA,0.31133082350299124,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Medicine,72
2006,B. Medicine,f.haschild,"Employed, away from work",NA,0.20836692856652714,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Medicine,73
2006,B. Medicine,f.haschild,Not in the labour force,NA,0.190986631566471,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Medicine,74
2006,B. Medicine,f.haschild,Unemployed,NA,0,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Medicine,75
2006,B. Nursing,f.haschild,"Employed, worked full-time",NA,0.1340924298238482,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Nursing,81
2006,B. Nursing,f.haschild,"Employed, worked part-time",NA,0.4935767439105881,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Nursing,82
2006,B. Nursing,f.haschild,"Employed, away from work",NA,0.16251479533435795,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Nursing,83
2006,B. Nursing,f.haschild,Not in the labour force,NA,0.19899501412524334,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Nursing,84
2006,B. Nursing,f.haschild,Unemployed,NA,0.010821016805962431,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Nursing,85
2006,B. Other health,f.haschild,"Employed, worked full-time",NA,0.16817561190519847,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Other health,91
2006,B. Other health,f.haschild,"Employed, worked part-time",NA,0.4336479935063769,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Other health,92
2006,B. Other health,f.haschild,"Employed, away from work",NA,0.14534257880999735,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Other health,93
2006,B. Other health,f.haschild,Not in the labour force,NA,0.24053308407033774,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Other health,94
2006,B. Other health,f.haschild,Unemployed,NA,0.012300731708089528,lfs.2534.uniform,NA,2534,f.haschild,f,TRUE,TRUE,"Female, with child",TRUE,TRUE,Other health,95
